marksmen	regiment	member-collection
report	work	message-topic
scientists	universities	entity-origin
electrons	approach	other
violin	maker	product-producer
hay	grass	entity-origin
paw	cat	component-whole
pork	defense	other
films	programmes	component-whole
stress	divorce	cause-effect
bats	cloud	member-collection
absinthe	glasses	entity-destination
pieces	angels	product-producer
marshes	farms	other
plenitude	graces	other
actor	malice	other
virus	infection	cause-effect
card	camera	entity-destination
coil	galvanometer	component-whole
man	chisel	other
lyrics	songwriter	product-producer
balls	mud	entity-destination
population	country	entity-origin
protocol	co-designer	product-producer
burning	smoke	cause-effect
beer	maize	entity-origin
button	clock	component-whole
chip	pet	entity-destination
wine	grapes	entity-origin
protein	nucleus	entity-origin
termites	cup	entity-destination
sections	city	component-whole
plug	antenna	component-whole
change	end	other
worker	surface	entity-origin
mobility	disruption	cause-effect
water	fields	entity-destination
order	court	product-producer
discussion	issue	message-topic
adhesive	builders	instrument-agency
plazas	mason	product-producer
inflation	benefits	cause-effect
staff	man	instrument-agency
needle	machine	entity-destination
air	jar	content-container
wall	soldiers	product-producer
joke	men	product-producer
gas	area	entity-destination
comment	critic	product-producer
tests	information	cause-effect
bas-reliefs	procession	message-topic
operation	arrest	cause-effect
eruption	flows	cause-effect
system	harm	cause-effect
worth	plant	entity-destination
flyers	boxes	entity-destination
cursor	variables	entity-destination
bandmembers	stage	entity-origin
people	population	member-collection
cream	dessert	component-whole
arguments	threat	message-topic
fissure	impact	other
section	notion	message-topic
kilns	potter	product-producer
weather	conditions	other
viruses	humans	entity-destination
convocation	clergy	other
growth	savagery	other
terminal	programmer	instrument-agency
ceiling	cave	component-whole
drugs	adults	instrument-agency
comments	paper	message-topic
groups	chimpanzees	entity-origin
area	cortex	component-whole
moorhens	plump	member-collection
consumption	behaviour	cause-effect
doves	cote	member-collection
appendix	transactions	message-topic
railing	bridge	component-whole
pins	socket	component-whole
handle	stick	component-whole
drape	bathroom	component-whole
coupon	customer	entity-origin
imagery	poet	instrument-agency
discussion	issues	message-topic
chassis	truck	component-whole
world	laws	other
burrows	mites	product-producer
snowdrift	door	other
elevator	operator	instrument-agency
paper	behaviour	message-topic
material	laboratory	product-producer
grater	water	other
study	professors	product-producer
candles	chandlers	product-producer
man	bridge	entity-origin
spending	strain	cause-effect
sediments	lake	entity-destination
temperature	reaction	cause-effect
herbicide	antibiotic	entity-origin
seals	harem	member-collection
chimps	food	other
hippos	congregation	member-collection
engine	oil	other
title	book	component-whole
gas	shell	entity-origin
spoon	children	instrument-agency
identity	heritage	entity-origin
raindrop	shape	other
slapshot	glove	entity-origin
cosmopolites	population	member-collection
buttons	mouse	component-whole
studio	director	product-producer
dowel	rod	other
rout	foes	other
list	talent	message-topic
letter	dinner	message-topic
tea	cup	content-container
suicide	death	cause-effect
imitation	butter	other
infections	boils	cause-effect
substance	disruption	cause-effect
cupful	shrimps	other
well	kitchen	component-whole
children	poverty	other
article	provisions	message-topic
students	programs	other
fishermen	reserves	entity-destination
hydrophone	cable	other
church	aristocracy	product-producer
technologies	companies	product-producer
collection	company	product-producer
mortar	company	product-producer
cd	pack	content-container
typhoon	destruction	cause-effect
oxygen	cell	entity-destination
tongue	snake	component-whole
phases	project	component-whole
vehicle	plant	product-producer
collections	series	member-collection
adjustment	department	instrument-agency
ability	success	cause-effect
wall	field	other
wine	fruit	entity-origin
gills	fish	component-whole
draft	distinction	message-topic
discourse	participation	message-topic
equipment	drawers	content-container
discussion	subject	message-topic
exhibition	questions	message-topic
oestrogens	body	product-producer
eye	worker	component-whole
grate	sewer	component-whole
halls	building	component-whole
crows	storytelling	member-collection
report	company	product-producer
devices	issues	other
book	poet	other
reproof	chairman	product-producer
pocket	pants	component-whole
debate	need	other
pepper	jar	content-container
dwellers	federation	member-collection
corn	county	entity-origin
subtitles	files	entity-destination
portraits	amateurs	product-producer
lamp	light	cause-effect
author	family	entity-origin
weapon	defendant	instrument-agency
movement	rediscovery	cause-effect
chapter	questions	message-topic
word	paperboy	entity-origin
ale	barley	entity-origin
eagles	convocation	member-collection
student	participation	other
book	gentleman	other
plans	farm	other
pictures	box	content-container
builder	land	other
eruption	evacuation	cause-effect
protein	researchers	instrument-agency
marijuana	jar	content-container
skirt	fabric	entity-origin
platform	scaffold	component-whole
quote	cartoon	entity-origin
person	chores	other
expenditures	charge	component-whole
overdevelopment	extinction	cause-effect
bag	crate	entity-destination
edition	toilet	entity-origin
storm	damage	cause-effect
mouth	person	component-whole
photograph	artist	product-producer
divorce	deprivation	cause-effect
cookies	recipe	other
drawings	landmarks	message-topic
employees	organisation	member-collection
remains	epochs	entity-origin
battle	panic	cause-effect
fittings	cruisers	component-whole
rabbits	wrack	member-collection
speech	dreams	message-topic
cerebellum	brain	component-whole
absorbent	reactor	content-container
bombing	destruction	cause-effect
thought	anxiety	cause-effect
boy	orphanage	entity-origin
religion	topic	other
experiment	researchers	instrument-agency
microscope	surgeon	instrument-agency
console	user	instrument-agency
earthquakes	tsunamis	cause-effect
institutions	fraud	cause-effect
body	cupboard	content-container
death	grief	cause-effect
invoice	seller	product-producer
fish	space	entity-destination
antacids	base	other
hinge	crack	cause-effect
electromagnets	use	other
clergy	order	member-collection
journalist	newspaper	entity-origin
factory	success	other
martyrs	persecution	other
documents	issue	message-topic
cupboards	kitchen	component-whole
races	confederacy	member-collection
landscape	company	product-producer
series	package	component-whole
guides	maps	message-topic
chief	police	member-collection
technique	fiddler	instrument-agency
jam	strawberry	entity-origin
painting	meal	message-topic
slope	speed	other
leaflets	improvement	message-topic
photons	field	component-whole
flour	dragon	entity-destination
eruption	earthquake	cause-effect
papers	threat	message-topic
jellyfish	smuck	member-collection
scleroderma	hardening	cause-effect
python	bag	entity-destination
month	sundays	other
whiskey	corn	entity-origin
disorder	impairment	cause-effect
cigarettes	nausea	cause-effect
pigeons	passel	member-collection
bear	husband	product-producer
emails	scientists	entity-origin
reducers	system	entity-destination
formation	method	component-whole
inflammation	joints	other
man	coma	other
terror	deaths	cause-effect
undulation	hills	other
presentations	proceedings	component-whole
substance	bottles	content-container
windsurfers	control	other
progenitor	name	other
vodka	rye	entity-origin
newsreels	activities	message-topic
drug	manufacturer	product-producer
seeds	basket	other
honey	bottle	content-container
blades	engine	component-whole
hypermenorrhea	treatment	other
asteroid	devastation	cause-effect
food	manufacturer	product-producer
music	composer	product-producer
boxes	users	entity-destination
courtyard	castle	component-whole
covers	machinists	product-producer
ratings	deans	product-producer
drug	developer	product-producer
programmes	games	message-topic
flipper	seal	component-whole
restaurant	customers	other
jelly	peach	entity-origin
team	cave	entity-destination
archers	unit	member-collection
keys	piano	component-whole
approach	shock	other
steel	mill	product-producer
painting	gallery	entity-destination
drugs	box	content-container
shingles	pain	cause-effect
clutter	house	other
image	poster	entity-origin
research	controversy	cause-effect
atoms	hailstorm	member-collection
report	parent	product-producer
crocodiles	bask	member-collection
book	author	product-producer
nerves	dilatation	cause-effect
face	corbel	component-whole
currents	perturbations	cause-effect
images	database	content-container
explanation	astrophysicists	product-producer
turbines	farm	component-whole
issues	freedom	other
blueberry	vodka	other
wine	bottle	content-container
chapter	aims	message-topic
snout	dog	component-whole
skin	orange	component-whole
software	distributors	entity-destination
sugar	cabinet	content-container
abstinence	laughter	other
preeclampsia	mortality	cause-effect
candle	warmers	component-whole
rotors	mixer	component-whole
kettle	drums	other
canons	chapter	member-collection
sandwiches	combo	component-whole
toners	hairdresser	instrument-agency
crabs	archives	entity-destination
planes	rooms	entity-destination
wares	filmmakers	product-producer
remote	viewer	instrument-agency
jimmy	burglar	instrument-agency
words	newspaper	component-whole
speeches	public	entity-destination
clip	grenade	component-whole
enemy	efforts	other
meat	can	content-container
interview	occasions	message-topic
facade	building	component-whole
mails	servers	entity-destination
argument	orator	product-producer
trebuchets	shepherds	instrument-agency
necklace	safe	content-container
backflap	suitcase	content-container
pages	scene	message-topic
experiment	state	cause-effect
gas	container	content-container
silversmiths	riot	cause-effect
dragons	weyr	member-collection
points	water	other
sugar	mix	entity-destination
people	body	entity-origin
substitute	company	product-producer
island	radius	other
work	man	product-producer
slaves	country	entity-destination
dinner	village	entity-origin
rim	cockpit	component-whole
drum	sound	cause-effect
conquest	good	other
blog	writer	product-producer
manure	sheds	content-container
sky	basket	other
diagram	principle	message-topic
home	group	product-producer
defendant	witness	other
acetone	solution	entity-origin
roof	chamber	component-whole
people	accident	other
quote	spot	entity-destination
consciousness	future	entity-destination
file	settings	message-topic
apps	maker	product-producer
ponies	remuda	member-collection
immigration	influx	cause-effect
computer	novelist	instrument-agency
gays	closet	entity-origin
corrosion	leakage	cause-effect
blizzards	region	entity-destination
snowstorm	losses	cause-effect
bus	controller	component-whole
acids	spot	other
farmers	cooperative	member-collection
photographs	novel	component-whole
homepage	years	entity-origin
dehydration	fever	cause-effect
fins	shark	component-whole
tool	designer	instrument-agency
window	man	instrument-agency
molecules	synapse	component-whole
mules	barren	member-collection
anxiety	years	other
fluid	bottle	content-container
corn	spirits	other
ale	ginger	entity-origin
propaganda	party	instrument-agency
cleaner	cistern	other
protozoa	poisoning	cause-effect
announcement	review	message-topic
map	safe	content-container
student	jail	entity-origin
country	lodge	other
writing	revolution	cause-effect
iron	craftsman	instrument-agency
magnet	micro-machine	component-whole
glove	outfielder	instrument-agency
crank	toy	component-whole
member	panel	member-collection
advisors	council	member-collection
foundation	individuals	product-producer
substance	capsule	entity-destination
story	point	message-topic
galls	larvae	product-producer
patriots	confidence	cause-effect
chair	committee	member-collection
injection	vein	entity-destination
influences	melee	member-collection
plan	center	product-producer
cornucopia	opportunities	other
treatment	liquid	other
pages	magazine	component-whole
ale	flask	content-container
states	machine	component-whole
valve	horn	component-whole
pump	machine	component-whole
films	therapy	message-topic
platform	ship	component-whole
fans	clique	member-collection
passion	lover	entity-destination
gas	space	other
computer	numbers	other
machine	sounds	cause-effect
singer	timbre	other
pronouns	parentheses	other
book	coloring	message-topic
discovery	seeing	other
hacienda	century	entity-origin
garments	clothier	product-producer
bees	cluster	member-collection
stars	course	entity-origin
presentation	identity	other
multivitamin	vitamins	other
drinking	tremors	cause-effect
sample	cup	content-container
jobs	relocation	other
mustard	company	product-producer
hormones	doctor	instrument-agency
keeper	team	member-collection
hunting	extinction	cause-effect
toxins	sea	entity-destination
metacorpora	isthmus	entity-destination
hill	troops	product-producer
probe	researchers	instrument-agency
violence	death	cause-effect
money	baskets	content-container
chalk	teacher	instrument-agency
body	suitcase	content-container
choice	book	other
report	standards	message-topic
castings	foundry	product-producer
blade	propellor	component-whole
force	boy	instrument-agency
colony	power	product-producer
trees	grove	member-collection
message	box	content-container
starch	bundles	content-container
description	swings	message-topic
tests	bank	other
tsunami	damage	cause-effect
interview	childhood	message-topic
flush	clubs	other
automaton	state	other
oxen	drove	member-collection
withdrawal	aftershocks	cause-effect
talk	need	message-topic
funds	companies	entity-destination
embers	fire	cause-effect
telescope	routine	other
power	president	instrument-agency
chisel	artists	instrument-agency
book	care	other
flapper	valve	component-whole
mud	boy	instrument-agency
plane	maneuver	other
vaccine	maker	product-producer
engine	train	component-whole
emails	recipients	entity-destination
drugs	cities	entity-destination
cards	box	content-container
insert	column	other
drugs	unconsciousness	cause-effect
goldfish	troubling	member-collection
roach	sail	component-whole
speech	narrator	product-producer
radiation	soil	entity-destination
oaks	grove	member-collection
slope	river	other
student	university	member-collection
request	company	product-producer
insight	message	entity-destination
cream	churn	entity-destination
quail	covey	member-collection
fuel	oil	entity-origin
town	factory	other
zone	icon	other
editors	researchers	other
concrete	hull	entity-destination
theories	scientist	product-producer
sun	pillow	entity-origin
pathogens	infection	cause-effect
products	hamper	content-container
statement	resolution	message-topic
leukocytes	tissues	entity-destination
organist	church	entity-origin
solute	beaker	entity-destination
sleeves	blouse	component-whole
law	problem	cause-effect
helicopter	grass	entity-destination
shampoo	bottle	content-container
facts	government	instrument-agency
spills	damage	cause-effect
drum	ear	component-whole
drill	dentist	instrument-agency
carpet	strips	component-whole
creation	designer	product-producer
wax	can	entity-destination
cigarettes	countries	entity-destination
authority	translation	other
hounds	pack	member-collection
subscribers	countryside	entity-origin
danger	fuel	entity-origin
conscripts	galleons	entity-origin
rules	guidelines	message-topic
parties	confidence	other
city	twins	product-producer
pea	mattress	entity-origin
crowd	fear	cause-effect
shelters	hikers	product-producer
survivors	sisterhood	member-collection
message	president	product-producer
beach	cave	other
stick	bow	component-whole
family	region	entity-origin
film	maker	product-producer
construction	refinement	cause-effect
club	playoffs	entity-destination
housing	developer	product-producer
factory	pants	other
grandmother	liver	other
fluid	cuffs	entity-destination
offense	game	other
marks	output	entity-destination
organization	nobleman	product-producer
surveys	report	entity-destination
coins	jar	content-container
dragons	faction	member-collection
outsiders	band	member-collection
driver	vehicle	other
roach	sail	component-whole
panzerkompanie	reserves	entity-origin
microarrays	approach	other
candle	kids	instrument-agency
gimmicks	administration	instrument-agency
tip	inquiry	cause-effect
zinc	growth	cause-effect
cameras	trains	entity-destination
clutch	eggs	other
information	wave	other
prospectors	trail	other
balances	accounting	entity-destination
leaflet	entitlements	message-topic
meeting	creation	message-topic
minds	community	member-collection
cub	home	entity-origin
announcement	headmaster	product-producer
bastions	fortress	component-whole
economy	recession	other
herbs	garden	component-whole
mallards	sord	member-collection
cash	towel	content-container
decree	parties	product-producer
word	word	entity-origin
fabrics	company	product-producer
bones	suitcase	content-container
butter	avocado	entity-origin
compiler	programmer	instrument-agency
mechanism	down-regulation	other
hormone	liver	product-producer
auction	hour	other
composition	author	instrument-agency
strategy	issues	message-topic
nuzzle	horse	component-whole
retina	eye	component-whole
newspapers	scenes	message-topic
producers	cooperative	member-collection
options	range	member-collection
views	designs	other
swans	wedge	component-whole
photos	events	entity-origin
santur	bark	other
avalanches	mass	entity-origin
reviews	character	message-topic
country	recession	other
herons	rookery	member-collection
warship	owner	entity-destination
liquor	barley	entity-origin
student	governance	other
professor	paper	other
gas	metal	entity-destination
fire	airconditioners	other
science	generation	other
viewers	confusion	other
jelly	doughnut	component-whole
standards	formats	message-topic
engine	refrigerator	component-whole
content	encyclopedia	entity-origin
document	safe	content-container
power	necromancer	instrument-agency
document	incidents	message-topic
family	home	entity-origin
citizenship	parentheses	other
donations	students	instrument-agency
receipt	air-mail	other
complaint	lead	cause-effect
towers	castle	component-whole
seeds	trees	product-producer
cable	brake	component-whole
issue	members	entity-destination
lumberjack	thief	other
pairs	colony	member-collection
thugs	mob	member-collection
firewood	forests	entity-origin
vodka	potato	entity-origin
bot	spammer	product-producer
linoleum	kitchen	component-whole
conference	subjects	message-topic
wire	pail	content-container
style	artist	instrument-agency
products	materials	entity-origin
well	railroad	product-producer
citizens	population	member-collection
ship	fleet	member-collection
probe	area	entity-destination
pepper	ulcers	other
mercury	shell	entity-destination
issue	printer	entity-destination
plate	electroscope	component-whole
regulations	refunds	message-topic
rides	harbour	other
tombs	set	member-collection
ecophilosophy	view	other
sessions	documents	message-topic
member	committee	member-collection
team	victory	other
poem	diaries	entity-origin
devices	commotion	other
wind	corkscrew	cause-effect
cities	list	member-collection
creation	students	product-producer
water	tides	cause-effect
technologies	enterprise	entity-destination
sidewalk	heat	cause-effect
seedpod	base	content-container
message	rapper	product-producer
book	tales	message-topic
infections	headaches	cause-effect
hurricane	harm	cause-effect
assignment	operator	other
crossbowmen	devision	member-collection
questionnaire	coordinators	product-producer
dogs	kennel	member-collection
interference	direction	entity-origin
image	disk	product-producer
analysis	plants	instrument-agency
eyelids	blinking	cause-effect
vaccine	virus	entity-origin
man	studies	other
head	team	member-collection
refrigerator	kitchen	component-whole
program	families	instrument-agency
individuals	society	member-collection
hitting	joy	cause-effect
slice	dish	entity-destination
password	system	entity-destination
criticism	context	message-topic
billions	reforms	entity-destination
report	events	message-topic
cars	signal	entity-origin
tourist	jungle	entity-destination
syrup	peach	entity-origin
wrangle	ownership	other
smoke	suffocation	cause-effect
armor	knights	instrument-agency
plan	society	product-producer
base	structure	component-whole
singers	sisterhood	member-collection
coin	machine	entity-destination
cholesterol	disease	cause-effect
author	explanation	other
line	article	entity-destination
coil	rotor	component-whole
dvd	envelope	content-container
glitter	admirals	other
confrontation	commotion	cause-effect
name	mythology	entity-origin
music	surgeons	instrument-agency
garment	reliquary	content-container
techniques	counselors	instrument-agency
spindle	machine	component-whole
method	team	product-producer
clip	holder	component-whole
dipoles	array	member-collection
witches	coven	member-collection
enamel	erosion	other
fireman	building	entity-destination
tongue	giraffe	component-whole
sauce	cream	entity-origin
cyclotron	beginning	other
work	disruption	cause-effect
debate	patent	message-topic
whiskey	rye	entity-origin
evidence	weeks	entity-origin
tools	engineers	instrument-agency
surgery	discomfort	cause-effect
group	association	component-whole
indicator	transmitter	component-whole
actress	chaos	other
power	grid	entity-destination
charge	field	cause-effect
piano	artist	instrument-agency
legs	kangaroo	component-whole
train	cattle	entity-destination
interests	alliance	member-collection
substance	chamber	entity-origin
theory	mountains	message-topic
dogs	coterie	member-collection
planes	wing	member-collection
medicine	safe	entity-destination
books	library	member-collection
album	piper	product-producer
sun	wrinkles	cause-effect
bust	suitcase	content-container
dwellers	population	member-collection
professor	dungeon	entity-origin
presentation	instructor	product-producer
solvent	apparatus	entity-origin
statements	innocence	message-topic
arm	pedometer	component-whole
head	fish	component-whole
dwarf	emission	cause-effect
indenter	material	entity-destination
floor	bus	component-whole
cutter	man	instrument-agency
diesel	oil	other
criminals	fire	cause-effect
wheel	drivers	instrument-agency
noises	dogs	cause-effect
reports	media	product-producer
department	business	component-whole
biodiesel	oils	entity-origin
mask	doctor	instrument-agency
conversation	privacy	message-topic
maize	farmers	product-producer
burghers	population	member-collection
course	theory	message-topic
town	dogs	other
bomb	home	other
brains	babies	component-whole
spring	hammer	component-whole
legend	publication	entity-origin
spectrometer	colleagues	instrument-agency
scene	craftsman	product-producer
association	developments	other
cars	maker	product-producer
effort	year	entity-destination
rectangles	cook	product-producer
ticking	fibers	entity-origin
rains	overflow	cause-effect
drugs	nausea	cause-effect
policies	changes	message-topic
groceries	basket	content-container
oratorio	century	entity-origin
tree	smell	cause-effect
whiskers	tiger	component-whole
surfers	wave	member-collection
umbrellas	phalanx	member-collection
pepper	bottle	content-container
nectar	guava	entity-origin
misfits	sorority	member-collection
sheet	envelope	content-container
eyestrain	headache	cause-effect
furniture	house	entity-destination
statement	company	product-producer
device	termination	cause-effect
module	script	instrument-agency
style	crime	other
catch	scuttle	content-container
baby	sleep	other
coolant	cylinder	entity-destination
monkeys	cartload	member-collection
papers	suitcase	content-container
style	feelings	other
water	cistern	content-container
dish	oven	entity-destination
comedy	coach	message-topic
vapour	stream	other
present	past	entity-origin
anticipation	excitement	cause-effect
candy	underwear	content-container
modification	polymers	other
drinks	dizziness	cause-effect
mosquitoes	places	entity-destination
handgrip	wheelchair	component-whole
saplings	sprouts	product-producer
memory	neurons	content-container
billions	safety	entity-destination
document	conclusions	message-topic
observations	space	other
depression	inhibition	cause-effect
stem	plant	component-whole
hammers	player	instrument-agency
cooker	friend	instrument-agency
output	body	product-producer
yeast	manufacturer	product-producer
horse	rider	instrument-agency
shelves	supermarket	component-whole
novel	writer	product-producer
runway	stanchion	other
helix	nucleotide	other
increase	strain	cause-effect
rivet	button	component-whole
plan	bondholders	product-producer
products	rubber	entity-origin
group	refrigerator	content-container
paragraph	attitude	message-topic
conference	kortdage	component-whole
formation	coalitions	other
assemblies	interface	other
perch	painter	instrument-agency
disease	dogs	entity-destination
marmalade	oranges	entity-origin
itinerary	suitcase	content-container
hanger	accomplice	instrument-agency
planes	folder	product-producer
competitions	festival	component-whole
cowboy	turn	other
wall	owner	other
digressions	footnotes	entity-destination
influx	drain	cause-effect
waves	destruction	cause-effect
coupons	fistful	member-collection
grave	gang	product-producer
song	team	product-producer
money	education	entity-destination
fetus	box	content-container
visitors	kettle	other
jewelry	cabinet	content-container
effort	research	entity-destination
stream	reactor	entity-origin
dress	blend	other
essays	history	other
snout	pig	component-whole
bacteria	infection	cause-effect
individuals	population	member-collection
billion	economy	entity-destination
regiment	reserve	component-whole
collision	spill	cause-effect
slots	device	component-whole
selling	revenues	cause-effect
guide	interactions	message-topic
student	interview	entity-origin
book	bisexuality	message-topic
lies	bagful	member-collection
team	army	component-whole
plan	piracy	message-topic
single	bin	content-container
schools	society	member-collection
passenger	room	entity-destination
otters	bevy	member-collection
happiness	members	other
workstations	cluster	member-collection
straw	stack	other
chickens	brood	member-collection
tarps	painters	instrument-agency
unit	cult	other
drink	can	content-container
padlock	gate	component-whole
knob	door	component-whole
idea	attacker	product-producer
epigraphs	hell	message-topic
information	memory	content-container
rope	swing	component-whole
collision	fire	cause-effect
stork	mustering	member-collection
key	representative	instrument-agency
puppy	barn	entity-origin
jack	player	component-whole
caps	shooter	instrument-agency
bombing	carnage	cause-effect
tape	lecturer	instrument-agency
box	cat	content-container
computers	classroom	entity-destination
people	seeds	other
sand	bag	content-container
mug	company	product-producer
remarks	results	message-topic
games	box	content-container
generator	factory	instrument-agency
press	villagers	instrument-agency
mediator	parties	other
building	wall	other
show	issues	message-topic
helicobacter	ulcer	cause-effect
flashlight	player	instrument-agency
photograph	quilt	message-topic
dome	building	component-whole
edition	findings	message-topic
driving	deprivation	other
email	customer	entity-destination
helping	fulfillment	cause-effect
grammarians	conjunction	member-collection
tram	trip	other
cooling	shrinkage	cause-effect
candidate	crowd	entity-destination
wine	headache	cause-effect
scream	chambers	entity-origin
guidelines	committee	product-producer
oil	press	other
guns	room	content-container
account	analysis	message-topic
report	fireman	product-producer
statement	mother	product-producer
parts	engineers	product-producer
grenadiers	regiment	member-collection
berserkers	clan	member-collection
muscles	fish	component-whole
mud	police	instrument-agency
fluids	patients	entity-destination
demolition	terror	cause-effect
juice	grapefruit	entity-origin
recipe	book	entity-origin
source	signal	cause-effect
items	museum	entity-destination
meeting	friends	other
breeding	concealing	cause-effect
chapter	themes	message-topic
overflows	problems	cause-effect
quenches	vortex-densities	cause-effect
quotes	yesterdays	entity-origin
weapons	gunners	instrument-agency
son	temples	entity-destination
committee	factory	entity-origin
sister	house	entity-destination
woman	wound	other
chocolate	market	entity-destination
romances	scribe	other
conception	intellect	entity-origin
toys	future	entity-origin
dynamite	creation	other
diffusion	process	instrument-agency
syrup	honeysuckle	entity-origin
virus	cancer	cause-effect
reflex	hammer	other
plastique	contents	content-container
configuration	dominoes	other
bacteria	acne	cause-effect
picture	frame	content-container
message	cleric	product-producer
novels	story	message-topic
diapir	dome	other
wheat	site	entity-origin
lawyer	team	member-collection
dust	regions	entity-destination
gallon	cart	entity-destination
coils	slots	entity-destination
glut	savings	other
pollution	air	entity-destination
reports	story	message-topic
crank	handle	component-whole
section	document	component-whole
minibuses	factory	product-producer
dollars	winner	entity-destination
shell	scripting	other
sentence	disease	message-topic
ziggurat	emperor	product-producer
copy	firm	other
earthquake	fire	cause-effect
sink	desk	component-whole
killings	firing	cause-effect
holders	floor	entity-destination
hole	piece	other
magnet	facility	entity-destination
protein	cells	entity-destination
rum	glass	content-container
giraffes	tower	member-collection
soup	potato	entity-origin
programmer	mistake	cause-effect
elements	alliance	member-collection
discussion	table	other
fiction	writer	product-producer
report	arm	product-producer
cutlery	drawer	content-container
review	paper	message-topic
garlic	rope	component-whole
activation	end	other
myths	beginnings	message-topic
dancer	studio	entity-destination
works	kingdom	entity-origin
famine	feast	other
fertilizer	company	product-producer
attack	product	cause-effect
rennet	animals	product-producer
beer	mug	content-container
canola	seedbed	other
handle	door	component-whole
exhaustion	collapse	cause-effect
engine	model	component-whole
theory	answer	message-topic
documents	formats	other
construction	dust	cause-effect
telecommunications	company	other
generation	workforce	entity-origin
floods	harm	cause-effect
flour	hand	entity-destination
exhibition	techniques	message-topic
delight	diner	instrument-agency
liquor	fruit	entity-origin
water	carafe	content-container
grains	countries	entity-destination
slide	researcher	instrument-agency
snout	shark	component-whole
champagne	glasses	entity-destination
money	quarrel	cause-effect
cultivation	plow	other
cooling	preservation	cause-effect
residents	lifestyle	other
document	settings	message-topic
chips	engineers	instrument-agency
benefits	consumers	entity-destination
overproduction	growth	cause-effect
event	inspiration	cause-effect
toxins	ocean	entity-destination
stethoscope	doctor	instrument-agency
elicitation	councilor	instrument-agency
man	window	entity-origin
committee	decision	other
conference	motion	message-topic
teachers	community	member-collection
soldiers	jungle	entity-destination
figurines	artists	product-producer
sword	executioners	instrument-agency
plate	embryo	component-whole
query	manager	product-producer
paint	personnel	instrument-agency
bureaucracy	being	other
tea	harbor	entity-destination
expansion	destruction	cause-effect
folksingers	subculture	member-collection
section	methods	message-topic
corpses	graves	entity-destination
museum	mansion	component-whole
surgeon	group	member-collection
threat	boy	product-producer
billions	economies	entity-destination
barchan	barchan	entity-origin
bureaucrats	shuffle	member-collection
vaccine	increase	cause-effect
gyrus	hippocampus	component-whole
message	fiancee	product-producer
document	series	component-whole
methods	analysis	other
prisoner	family	entity-destination
scientists	observation	other
schwannoma	cells	entity-origin
work	model	entity-destination
accident	delays	cause-effect
recovery	laughter	other
hammer	victim	instrument-agency
oil	fruit	entity-origin
blade	haft	component-whole
water	kettle	entity-origin
dancers	sisterhood	member-collection
battlements	fortress	component-whole
ballet	company	product-producer
recommendation	executive	entity-destination
disease	blindness	cause-effect
clergy	denominations	other
publications	battle	message-topic
excitation	emission	cause-effect
hens	harem	member-collection
nerve	cistern	component-whole
airplane	brothers	product-producer
musketeers	legion	member-collection
boars	herd	member-collection
concerns	boardrooms	entity-destination
decision	company	product-producer
song	writers	product-producer
vodka	factory	product-producer
examination	pathologists	instrument-agency
refugees	home	entity-origin
hounds	kennel	member-collection
dishes	menu	member-collection
singer	commotion	cause-effect
products	basket	content-container
controversy	relationship	message-topic
body	casket	content-container
infection	irritation	cause-effect
striker	keeper	other
smile	hope	cause-effect
flight	crisis	cause-effect
paper	techniques	message-topic
body	parents	product-producer
